"REF_DATE","GEO","DGUID","National Occupational Classification","Job vacancy characteristics","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2023-01","Canada","2016A000011124","Business, finance and administration occupations [1]","Less than 1 year","Job vacancies","Number","223","units","0","v104505958","1.3.18.1","30950","A","","","0"
"2023-04","Canada","2016A000011124","Business, finance and administration occupations [1]","Less than 1 year","Job vacancies","Number","223","units","0","v104505958","1.3.18.1","33235","A","","","0"
"2023-07","Canada","2016A000011124","Business, finance and administration occupations [1]","Less than 1 year","Job vacancies","Number","223","units","0","v104505958","1.3.18.1","29385","A","","","0"
"2022-07","Canada","2016A000011124","Business, finance and administration occupations [1]","1 year to less than 3 years","Job vacancies","Number","223","units","0","v104505961","1.3.19.1","36705","B","","","0"
"2022-10","Canada","2016A000011124","Business, finance and administration occupations [1]","1 year to less than 3 years","Job vacancies","Number","223","units","0","v104505961","1.3.19.1","34450","B","","","0"
"2023-01","Canada","2016A000011124","Business, finance and administration occupations [1]","1 year to less than 3 years","Job vacancies","Number","223","units","0","v104505961","1.3.19.1","32815","A","","","0"
"2023-04","Canada","2016A000011124","Business, finance and administration occupations [1]","1 year to less than 3 years","Job vacancies","Number","223","units","0","v104505961","1.3.19.1","32080","A","","","0"
"2023-07","Canada","2016A000011124","Business, finance and administration occupations [1]","1 year to less than 3 years","Job vacancies","Number","223","units","0","v104505961","1.3.19.1","29190","A","","","0"
"2022-07","Canada","2016A000011124","Business, finance and administration occupations [1]","3 years to less than 5 years","Job vacancies","Number","223","units","0","v104505964","1.3.20.1","15145","B","","","0"
"2022-10","Canada","2016A000011124","Business, finance and administration occupations [1]","3 years to less than 5 years","Job vacancies","Number","223","units","0","v104505964","1.3.20.1","13750","B","","","0"
"2023-01","Canada","2016A000011124","Business, finance and administration occupations [1]","3 years to less than 5 years","Job vacancies","Number","223","units","0","v104505964","1.3.20.1","15280","B","","","0"
"2023-04","Canada","2016A000011124","Business, finance and administration occupations [1]","3 years to less than 5 years","Job vacancies","Number","223","units","0","v104505964","1.3.20.1","13055","A","","","0"
"2023-07","Canada","2016A000011124","Business, finance and administration occupations [1]","3 years to less than 5 years","Job vacancies","Number","223","units","0","v104505964","1.3.20.1","11590","A","","","0"
"2022-07","Canada","2016A000011124","Business, finance and administration occupations [1]","5 years to less than 8 years","Job vacancies","Number","223","units","0","v104505967","1.3.21.1","10010","B","","","0"
"2022-10","Canada","2016A000011124","Business, finance and administration occupations [1]","5 years to less than 8 years","Job vacancies","Number","223","units","0","v104505967","1.3.21.1","9645","C","","","0"
"2023-01","Canada","2016A000011124","Business, finance and administration occupations [1]","5 years to less than 8 years","Job vacancies","Number","223","units","0","v104505967","1.3.21.1","8460","B","","","0"
"2023-04","Canada","2016A000011124","Business, finance and administration occupations [1]","5 years to less than 8 years","Job vacancies","Number","223","units","0","v104505967","1.3.21.1","8550","A","","","0"
"2023-07","Canada","2016A000011124","Business, finance and administration occupations [1]","5 years to less than 8 years","Job vacancies","Number","223","units","0","v104505967","1.3.21.1","7790","B","","","0"
"2022-07","Canada","2016A000011124","Business, finance and administration occupations [1]","8 years or more","Job vacancies","Number","223","units","0","v104505970","1.3.22.1","1405","C","","","0"
"2022-10","Canada","2016A000011124","Business, finance and administration occupations [1]","8 years or more","Job vacancies","Number","223","units","0","v104505970","1.3.22.1","1455","D","","","0"
"2023-01","Canada","2016A000011124","Business, finance and administration occupations [1]","8 years or more","Job vacancies","Number","223","units","0","v104505970","1.3.22.1","1030","B","","","0"
"2023-04","Canada","2016A000011124","Business, finance and administration occupations [1]","8 years or more","Job vacancies","Number","223","units","0","v104505970","1.3.22.1","1285","C","","","0"
"2023-07","Canada","2016A000011124","Business, finance and administration occupations [1]","8 years or more","Job vacancies","Number","223","units","0","v104505970","1.3.22.1","955","C","","","0"
"2022-07","Canada","2016A000011124","Natural and applied sciences and related occupations [2]","Minimum experience level sought, all levels","Job vacancies","Number","223","units","0","v104515591","1.4.17.1","66835","A","","","0"
"2022-10","Canada","2016A000011124","Natural and applied sciences and related occupations [2]","Minimum experience level sought, all levels","Job vacancies","Number","223","units","0","v104515591","1.4.17.1","58465","A","","","0"
"2023-01","Canada","2016A000011124","Natural and applied sciences and related occupations [2]","Minimum experience level sought, all levels","Job vacancies","Number","223","units","0","v104515591","1.4.17.1","57130","A","","","0"
"2023-04","Canada","2016A000011124","Natural and applied sciences and related occupations [2]","Minimum experience level sought, all levels","Job vacancies","Number","223","units","0","v104515591","1.4.17.1","51740","A","","","0"
"2023-07","Canada","2016A000011124","Natural and applied sciences and related occupations [2]","Minimum experience level sought, all levels","Job vacancies","Number","223","units","0","v104515591","1.4.17.1","44100","A","","","0"
"2022-07","Canada","2016A000011124","Natural and applied sciences and related occupations [2]","Less than 1 year","Job vacancies","Number","223","units","0","v104515594","1.4.18.1","15460","A","","","0"
"2022-10","Canada","2016A000011124","Natural and applied sciences and related occupations [2]","Less than 1 year","Job vacancies","Number","223","units","0","v104515594","1.4.18.1","12645","A","","","0"
"2023-01","Canada","2016A000011124","Natural and applied sciences and related occupations [2]","Less than 1 year","Job vacancies","Number","223","units","0","v104515594","1.4.18.1","14185","A","","","0"
"2023-04","Canada","2016A000011124","Natural and applied sciences and related occupations [2]","Less than 1 year","Job vacancies","Number","223","units","0","v104515594","1.4.18.1","13570","B","","","0"
"2023-07","Canada","2016A000011124","Natural and applied sciences and related occupations [2]","Less than 1 year","Job vacancies","Number","223","units","0","v104515594","1.4.18.1","9745","B","","","0"
"2022-07","Canada","2016A000011124","Natural and applied sciences and related occupations [2]","1 year to less than 3 years","Job vacancies","Number","223","units","0","v104515597","1.4.19.1","17905","A","","","0"
"2022-10","Canada","2016A000011124","Natural and applied sciences and related occupations [2]","1 year to less than 3 years","Job vacancies","Number","223","units","0","v104515597","1.4.19.1","14470","A","","","0"
"2023-01","Canada","2016A000011124","Natural and applied sciences and related occupations [2]","1 year to less than 3 years","Job vacancies","Number","223","units","0","v104515597","1.4.19.1","15190","A","","","0"
"2023-04","Canada","2016A000011124","Natural and applied sciences and related occupations [2]","1 year to less than 3 years","Job vacancies","Number","223","units","0","v104515597","1.4.19.1","12770","A","","","0"
"2023-07","Canada","2016A000011124","Natural and applied sciences and related occupations [2]","1 year to less than 3 years","Job vacancies","Number","223","units","0","v104515597","1.4.19.1","11940","B","","","0"
"2022-07","Canada","2016A000011124","Natural and applied sciences and related occupations [2]","3 years to less than 5 years","Job vacancies","Number","223","units","0","v104515600","1.4.20.1","13805","A","","","0"
"2022-10","Canada","2016A000011124","Natural and applied sciences and related occupations [2]","3 years to less than 5 years","Job vacancies","Number","223","units","0","v104515600","1.4.20.1","12845","A","","","0"
"2023-01","Canada","2016A000011124","Natural and applied sciences and related occupations [2]","3 years to less than 5 years","Job vacancies","Number","223","units","0","v104515600","1.4.20.1","11070","A","","","0"
"2023-04","Canada","2016A000011124","Natural and applied sciences and related occupations [2]","3 years to less than 5 years","Job vacancies","Number","223","units","0","v104515600","1.4.20.1","10610","A","","","0"
"2023-07","Canada","2016A000011124","Natural and applied sciences and related occupations [2]","3 years to less than 5 years","Job vacancies","Number","223","units","0","v104515600","1.4.20.1","9015","A","","","0"
"2022-07","Canada","2016A000011124","Natural and applied sciences and related occupations [2]","5 years to less than 8 years","Job vacancies","Number","223","units","0","v104515603","1.4.21.1","15760","A","","","0"
"2022-10","Canada","2016A000011124","Natural and applied sciences and related occupations [2]","5 years to less than 8 years","Job vacancies","Number","223","units","0","v104515603","1.4.21.1","13990","A","","","0"
"2023-01","Canada","2016A000011124","Natural and applied sciences and related occupations [2]","5 years to less than 8 years","Job vacancies","Number","223","units","0","v104515603","1.4.21.1","13000","A","","","0"
"2023-04","Canada","2016A000011124","Natural and applied sciences and related occupations [2]","5 years to less than 8 years","Job vacancies","Number","223","units","0","v104515603","1.4.21.1","11415","A","","","0"
"2023-07","Canada","2016A000011124","Natural and applied sciences and related occupations [2]","5 years to less than 8 years","Job vacancies","Number","223","units","0","v104515603","1.4.21.1","10070","A","","","0"
"2022-07","Canada","2016A000011124","Natural and applied sciences and related occupations [2]","8 years or more","Job vacancies","Number","223","units","0","v104515606","1.4.22.1","3905","B","","","0"
"2022-10","Canada","2016A000011124","Natural and applied sciences and related occupations [2]","8 years or more","Job vacancies","Number","223","units","0","v104515606","1.4.22.1","4510","B","","","0"
"2023-01","Canada","2016A000011124","Natural and applied sciences and related occupations [2]","8 years or more","Job vacancies","Number","223","units","0","v104515606","1.4.22.1","3685","B","","","0"
"2023-04","Canada","2016A000011124","Natural and applied sciences and related occupations [2]","8 years or more","Job vacancies","Number","223","units","0","v104515606","1.4.22.1","3375","B","","","0"
"2023-07","Canada","2016A000011124","Natural and applied sciences and related occupations [2]","8 years or more","Job vacancies","Number","223","units","0","v104515606","1.4.22.1","3330","B","","","0"
"2022-07","Canada","2016A000011124","Health occupations [3]","Minimum experience level sought, all levels","Job vacancies","Number","223","units","0","v104526151","1.5.17.1","96620","A","","","0"
"2022-10","Canada","2016A000011124","Health occupations [3]","Minimum experience level sought, all levels","Job vacancies","Number","223","units","0","v104526151","1.5.17.1","92515","A","","","0"
"2023-01","Canada","2016A000011124","Health occupations [3]","Minimum experience level sought, all levels","Job vacancies","Number","223","units","0","v104526151","1.5.17.1","92180","A","","","0"
"2023-04","Canada","2016A000011124","Health occupations [3]","Minimum experience level sought, all levels","Job vacancies","Number","223","units","0","v104526151","1.5.17.1","89955","A","","","0"
"2023-07","Canada","2016A000011124","Health occupations [3]","Minimum experience level sought, all levels","Job vacancies","Number","223","units","0","v104526151","1.5.17.1","91930","A","","","0"
"2022-07","Canada","2016A000011124","Health occupations [3]","Less than 1 year","Job vacancies","Number","223","units","0","v104526154","1.5.18.1","68495","B","","","0"
"2022-10","Canada","2016A000011124","Health occupations [3]","Less than 1 year","Job vacancies","Number","223","units","0","v104526154","1.5.18.1","66060","D","","","0"
"2023-01","Canada","2016A000011124","Health occupations [3]","Less than 1 year","Job vacancies","Number","223","units","0","v104526154","1.5.18.1","65165","C","","","0"
"2023-04","Canada","2016A000011124","Health occupations [3]","Less than 1 year","Job vacancies","Number","223","units","0","v104526154","1.5.18.1","67705","C","","","0"
"2023-07","Canada","2016A000011124","Health occupations [3]","Less than 1 year","Job vacancies","Number","223","units","0","v104526154","1.5.18.1","69570","C","","","0"
"2022-07","Canada","2016A000011124","Health occupations [3]","1 year to less than 3 years","Job vacancies","Number","223","units","0","v104526157","1.5.19.1","24210","B","","","0"
"2022-10","Canada","2016A000011124","Health occupations [3]","1 year to less than 3 years","Job vacancies","Number","223","units","0","v104526157","1.5.19.1","23765","D","","","0"
"2023-01","Canada","2016A000011124","Health occupations [3]","1 year to less than 3 years","Job vacancies","Number","223","units","0","v104526157","1.5.19.1","23125","C","","","0"
"2023-04","Canada","2016A000011124","Health occupations [3]","1 year to less than 3 years","Job vacancies","Number","223","units","0","v104526157","1.5.19.1","19415","C","","","0"
"2023-07","Canada","2016A000011124","Health occupations [3]","1 year to less than 3 years","Job vacancies","Number","223","units","0","v104526157","1.5.19.1","18795","D","","","0"
"2022-07","Canada","2016A000011124","Health occupations [3]","3 years to less than 5 years","Job vacancies","Number","223","units","0","v104526160","1.5.20.1","2880","D","","","0"
"2022-10","Canada","2016A000011124","Health occupations [3]","3 years to less than 5 years","Job vacancies","Number","223","units","0","v104526160","1.5.20.1","2105","D","","","0"
"2023-01","Canada","2016A000011124","Health occupations [3]","3 years to less than 5 years","Job vacancies","Number","223","units","0","v104526160","1.5.20.1","2795","D","","","0"
"2023-04","Canada","2016A000011124","Health occupations [3]","3 years to less than 5 years","Job vacancies","Number","223","units","0","v104526160","1.5.20.1","1935","E","","","0"
"2023-07","Canada","2016A000011124","Health occupations [3]","3 years to less than 5 years","Job vacancies","Number","223","units","0","v104526160","1.5.20.1","2650","D","","","0"
"2022-07","Canada","2016A000011124","Health occupations [3]","5 years to less than 8 years","Job vacancies","Number","223","units","0","v104526163","1.5.21.1","1000","D","","","0"
"2022-10","Canada","2016A000011124","Health occupations [3]","5 years to less than 8 years","Job vacancies","Number","223","units","0","v104526163","1.5.21.1","540","E","","","0"
"2023-01","Canada","2016A000011124","Health occupations [3]","5 years to less than 8 years","Job vacancies","Number","223","units","0","v104526163","1.5.21.1","1065","D","","","0"
"2023-04","Canada","2016A000011124","Health occupations [3]","5 years to less than 8 years","Job vacancies","Number","223","units","0","v104526163","1.5.21.1","855","D","","","0"
"2023-07","Canada","2016A000011124","Health occupations [3]","5 years to less than 8 years","Job vacancies","Number","223","units","0","v104526163","1.5.21.1","900","D","","","0"
"2022-07","Canada","2016A000011124","Health occupations [3]","8 years or more","Job vacancies","Number","223","units","0","v104526166","1.5.22.1","","F","","","0"
"2022-10","Canada","2016A000011124","Health occupations [3]","8 years or more","Job vacancies","Number","223","units","0","v104526166","1.5.22.1","","F","","","0"
"2023-01","Canada","2016A000011124","Health occupations [3]","8 years or more","Job vacancies","Number","223","units","0","v104526166","1.5.22.1","","F","","","0"
"2023-04","Canada","2016A000011124","Health occupations [3]","8 years or more","Job vacancies","Number","223","units","0","v104526166","1.5.22.1","","F","","","0"
"2023-07","Canada","2016A000011124","Health occupations [3]","8 years or more","Job vacancies","Number","223","units","0","v104526166","1.5.22.1","","F","","","0"
"2022-07","Canada","2016A000011124","Occupations in education, law and social, community and government services [4]","Minimum experience level sought, all levels","Job vacancies","Number","223","units","0","v104532751","1.6.17.1","64730","A","","","0"
"2022-10","Canada","2016A000011124","Occupations in education, law and social, community and government services [4]","Minimum experience level sought, all levels","Job vacancies","Number","223","units","0","v104532751","1.6.17.1","64280","A","","","0"
"2023-01","Canada","2016A000011124","Occupations in education, law and social, community and government services [4]","Minimum experience level sought, all levels","Job vacancies","Number","223","units","0","v104532751","1.6.17.1","64035","A","","","0"
"2023-04","Canada","2016A000011124","Occupations in education, law and social, community and government services [4]","Minimum experience level sought, all levels","Job vacancies","Number","223","units","0","v104532751","1.6.17.1","66610","A","","","0"
"2023-07","Canada","2016A000011124","Occupations in education, law and social, community and government services [4]","Minimum experience level sought, all levels","Job vacancies","Number","223","units","0","v104532751","1.6.17.1","63225","A","","","0"
"2022-07","Canada","2016A000011124","Occupations in education, law and social, community and government services [4]","Less than 1 year","Job vacancies","Number","223","units","0","v104532754","1.6.18.1","33610","A","","","0"
"2022-10","Canada","2016A000011124","Occupations in education, law and social, community and government services [4]","Less than 1 year","Job vacancies","Number","223","units","0","v104532754","1.6.18.1","33685","A","","","0"
"2023-01","Canada","2016A000011124","Occupations in education, law and social, community and government services [4]","Less than 1 year","Job vacancies","Number","223","units","0","v104532754","1.6.18.1","33315","A","","","0"
"2023-04","Canada","2016A000011124","Occupations in education, law and social, community and government services [4]","Less than 1 year","Job vacancies","Number","223","units","0","v104532754","1.6.18.1","35550","A","","","0"
"2023-07","Canada","2016A000011124","Occupations in education, law and social, community and government services [4]","Less than 1 year","Job vacancies","Number","223","units","0","v104532754","1.6.18.1","33725","A","","","0"
"2022-07","Canada","2016A000011124","Occupations in education, law and social, community and government services [4]","1 year to less than 3 years","Job vacancies","Number","223","units","0","v104532757","1.6.19.1","21715","A","","","0"
"2022-10","Canada","2016A000011124","Occupations in education, law and social, community and government services [4]","1 year to less than 3 years","Job vacancies","Number","223","units","0","v104532757","1.6.19.1","20770","A","","","0"
"2023-01","Canada","2016A000011124","Occupations in education, law and social, community and government services [4]","1 year to less than 3 years","Job vacancies","Number","223","units","0","v104532757","1.6.19.1","21815","A","","","0"
"2023-04","Canada","2016A000011124","Occupations in education, law and social, community and government services [4]","1 year to less than 3 years","Job vacancies","Number","223","units","0","v104532757","1.6.19.1","22185","A","","","0"
"2023-07","Canada","2016A000011124","Occupations in education, law and social, community and government services [4]","1 year to less than 3 years","Job vacancies","Number","223","units","0","v104532757","1.6.19.1","20705","A","","","0"
"2022-07","Canada","2016A000011124","Occupations in education, law and social, community and government services [4]","3 years to less than 5 years","Job vacancies","Number","223","units","0","v104532760","1.6.20.1","5475","B","","","0"
"2022-10","Canada","2016A000011124","Occupations in education, law and social, community and government services [4]","3 years to less than 5 years","Job vacancies","Number","223","units","0","v104532760","1.6.20.1","6365","B","","","0"
"2023-01","Canada","2016A000011124","Occupations in education, law and social, community and government services [4]","3 years to less than 5 years","Job vacancies","Number","223","units","0","v104532760","1.6.20.1","5520","B","","","0"
"2023-04","Canada","2016A000011124","Occupations in education, law and social, community and government services [4]","3 years to less than 5 years","Job vacancies","Number","223","units","0","v104532760","1.6.20.1","5370","B","","","0"
"2023-07","Canada","2016A000011124","Occupations in education, law and social, community and government services [4]","3 years to less than 5 years","Job vacancies","Number","223","units","0","v104532760","1.6.20.1","5795","B","","","0"
"2022-07","Canada","2016A000011124","Occupations in education, law and social, community and government services [4]","5 years to less than 8 years","Job vacancies","Number","223","units","0","v104532763","1.6.21.1","3540","B","","","0"
"2022-10","Canada","2016A000011124","Occupations in education, law and social, community and government services [4]","5 years to less than 8 years","Job vacancies","Number","223","units","0","v104532763","1.6.21.1","2925","B","","","0"
"2023-01","Canada","2016A000011124","Occupations in education, law and social, community and government services [4]","5 years to less than 8 years","Job vacancies","Number","223","units","0","v104532763","1.6.21.1","2735","B","","","0"
"2023-04","Canada","2016A000011124","Occupations in education, law and social, community and government services [4]","5 years to less than 8 years","Job vacancies","Number","223","units","0","v104532763","1.6.21.1","3120","B","","","0"
